Protein_Gene	RNA_Gene		
IGF2BP2	STARD7		
IGF2BP2	STAT1		
IGF2BP2	STAU2		
IGF2BP2	STC2		
IGF2BP2	STIM1		
IGF2BP2	STIP1		
IGF2BP2	STK11		
IGF2BP2	STK16		
IGF2BP2	STK24		
IGF2BP2	STK26		
IGF2BP2	STK40		
IGF2BP2	STOML2		
IGF2BP2	STON2		
IGF2BP2	STOX2		
IGF2BP2	STRA13		
IGF2BP2	STRAP		
IGF2BP2	STRIP1		
IGF2BP2	STRN4		
IGF2BP2	STT3A		
IGF2BP2	STUB1		
IGF2BP2	STX10		
IGF2BP2	STX12		
IGF2BP2	STX16		
IGF2BP2	SUB1		
IGF2BP2	SUCLA2		
IGF2BP2	SUCO		
IGF2BP2	SUFU		
IGF2BP2	SUGP2		
IGF2BP2	SULF2		
IGF2BP2	SUMF2		
IGF2BP2	SUMO1		
IGF2BP2	SUMO2		
IGF2BP2	SUN1		
IGF2BP2	SUPT4H1		
IGF2BP2	SUPT5H		
IGF2BP2	SUPT6H		
IGF2BP2	SURF4		
IGF2BP2	SURF6		
IGF2BP2	SUV39H1		
IGF2BP2	SYCE1L		
IGF2BP2	SYMPK		
IGF2BP2	SYNCRIP		
IGF2BP2	SYNJ1		
IGF2BP2	SYVN1		
IGF2BP2	SZRD1		
IGF2BP2	TACC1		
IGF2BP2	TACC3		
IGF2BP2	TADA2B		
IGF2BP2	TADA3		
IGF2BP2	TAF15		
IGF2BP2	TAF1C		
IGF2BP2	TAF1D		
IGF2BP2	TAF4		
IGF2BP2	TAF5L		
IGF2BP2	TAF6		
IGF2BP2	TAF9		
IGF2BP2	TAGLN2		
IGF2BP2	TANC1		
IGF2BP2	TANC2		
IGF2BP2	TARDBP		
IGF2BP2	TARS		
IGF2BP2	TATDN2		
IGF2BP2	TAX1BP1		
IGF2BP2	TBC1D10B		
IGF2BP2	TBC1D13		
IGF2BP2	TBC1D14		
IGF2BP2	TBC1D15		
IGF2BP2	TBC1D16		
IGF2BP2	TBC1D23		
IGF2BP2	TBC1D25		
IGF2BP2	TBC1D4		
IGF2BP2	TBC1D9B		
IGF2BP2	TBCEL		
IGF2BP2	TBL1XR1		
IGF2BP2	TBL2		
IGF2BP2	TBL3		
IGF2BP2	TBPL1		
IGF2BP2	TBRG4		
IGF2BP2	TBX18		
IGF2BP2	TCAF1		
IGF2BP2	TCEB2		
IGF2BP2	TCEB3		
IGF2BP2	TCERG1		
IGF2BP2	TCF12		
IGF2BP2	TCF20		
IGF2BP2	TCF3		
IGF2BP2	TCF7		
IGF2BP2	TCF7L2		
IGF2BP2	TCHP		
IGF2BP2	TCOF1		
IGF2BP2	TCP1		
IGF2BP2	TCTN3		
IGF2BP2	TDP1		
IGF2BP2	TEAD1		
IGF2BP2	TECR		
IGF2BP2	TENM3		
IGF2BP2	TERF2		
IGF2BP2	TET1		
IGF2BP2	TEX261		
IGF2BP2	TEX264		
IGF2BP2	TFAM		
IGF2BP2	TFAP2A		
IGF2BP2	TFAP4		
IGF2BP2	TFDP1		
IGF2BP2	TFDP2		
IGF2BP2	TFG		
IGF2BP2	TFIP11		
IGF2BP2	TGFBR3		
IGF2BP2	TGIF2		
IGF2BP2	TGOLN2		
IGF2BP2	THAP7		
IGF2BP2	THAP9-AS1		
IGF2BP2	THOC2		
IGF2BP2	THOC5		
IGF2BP2	THOP1		
IGF2BP2	THRAP3		
IGF2BP2	THTPA		
IGF2BP2	THUMPD1		
IGF2BP2	THUMPD2		
IGF2BP2	THUMPD3		
IGF2BP2	TIAL1		
IGF2BP2	TIAM1		
IGF2BP2	TICRR		
IGF2BP2	TIMM8B		
IGF2BP2	TIMMDC1		
IGF2BP2	TIMP1		
IGF2BP2	TIPARP		
IGF2BP2	TJAP1		
IGF2BP2	TJP1		
IGF2BP2	TK1		
IGF2BP2	TKT		
IGF2BP2	TLE1		
IGF2BP2	TLE3		
IGF2BP2	TLE4		
IGF2BP2	TLN1		
IGF2BP2	TM9SF1		
IGF2BP2	TM9SF2		
IGF2BP2	TM9SF3		
IGF2BP2	TMBIM6		
IGF2BP2	TMED10		
IGF2BP2	TMED9		
IGF2BP2	TMEM104		
IGF2BP2	TMEM106C		
IGF2BP2	TMEM108		
IGF2BP2	TMEM109		
IGF2BP2	TMEM11		
IGF2BP2	TMEM120A		
IGF2BP2	TMEM123		
IGF2BP2	TMEM126B		
IGF2BP2	TMEM129		
IGF2BP2	TMEM131		
IGF2BP2	TMEM147		
IGF2BP2	TMEM167A		
IGF2BP2	TMEM178B		
IGF2BP2	TMEM179B		
IGF2BP2	TMEM18		
IGF2BP2	TMEM183A		
IGF2BP2	TMEM184B		
IGF2BP2	TMEM189		
IGF2BP2	TMEM205		
IGF2BP2	TMEM214		
IGF2BP2	TMEM222		
IGF2BP2	TMEM223		
IGF2BP2	TMEM230		
IGF2BP2	TMEM237		
IGF2BP2	TMEM243		
IGF2BP2	TMEM245		
IGF2BP2	TMEM248		
IGF2BP2	TMEM25		
IGF2BP2	TMEM258		
IGF2BP2	TMEM259		
IGF2BP2	TMEM30A		
IGF2BP2	TMEM39A		
IGF2BP2	TMEM39B		
IGF2BP2	TMEM50A		
IGF2BP2	TMEM63B		
IGF2BP2	TMEM70		
IGF2BP2	TMEM97		
IGF2BP2	TMLHE		
IGF2BP2	TMPO		
IGF2BP2	TMX2		
IGF2BP2	TNFAIP1		
IGF2BP2	TNFRSF10B		
IGF2BP2	TNIK		
IGF2BP2	TNPO1		
IGF2BP2	TNPO2		
IGF2BP2	TNPO3		
IGF2BP2	TNRC6A		
IGF2BP2	TNRC6C		
IGF2BP2	TOB2		
IGF2BP2	TOM1L2		
IGF2BP2	TOMM20		
IGF2BP2	TOMM40		
IGF2BP2	TOMM5		
IGF2BP2	TOMM70A		
IGF2BP2	TOP2A		
IGF2BP2	TOP2B		
IGF2BP2	TOPBP1		
IGF2BP2	TP53		
IGF2BP2	TP53BP2		
IGF2BP2	TPD52L2		
IGF2BP2	TPGS2		
IGF2BP2	TPI1		
IGF2BP2	TPM3		
IGF2BP2	TPM4		
IGF2BP2	TPP1		
IGF2BP2	TPR		
IGF2BP2	TPT1		
IGF2BP2	TPX2		
IGF2BP2	TRA2A		
IGF2BP2	TRA2B		
IGF2BP2	TRAF3		
IGF2BP2	TRAF7		
IGF2BP2	TRAK1		
IGF2BP2	TRAM1		
IGF2BP2	TRAP1		
IGF2BP2	TRAPPC1		
IGF2BP2	TRAPPC10		
IGF2BP2	TRAPPC12		
IGF2BP2	TRAPPC13		
IGF2BP2	TRIM11		
IGF2BP2	TRIM16		
IGF2BP2	TRIM28		
IGF2BP2	TRIM37		
IGF2BP2	TRIM41		
IGF2BP2	TRIM44		
IGF2BP2	TRIM65		
IGF2BP2	TRIM8		
IGF2BP2	TRIO		
IGF2BP2	TRIOBP		
IGF2BP2	TRIP12		
IGF2BP2	TRIP13		
IGF2BP2	TRIP6		
IGF2BP2	TRMO		
IGF2BP2	TRMU		
IGF2BP2	TROAP		
IGF2BP2	TROVE2		
IGF2BP2	TRRAP		
IGF2BP2	TRUB1		
IGF2BP2	TSC1		
IGF2BP2	TSC22D1		
IGF2BP2	TSC22D3		
IGF2BP2	TSEN34		
IGF2BP2	TSFM		
IGF2BP2	TSHZ1		
IGF2BP2	TSHZ3		
IGF2BP2	TSN		
IGF2BP2	TSPAN17		
IGF2BP2	TSPAN3		
IGF2BP2	TSPAN7		
IGF2BP2	TSPYL1		
IGF2BP2	TSR1		
IGF2BP2	TSTD2		
IGF2BP2	TTC17		
IGF2BP2	TTC28		
IGF2BP2	TTC3		
IGF2BP2	TTC38		
IGF2BP2	TTC4		
IGF2BP2	TTF2		
IGF2BP2	TTI1		
IGF2BP2	TTK		
IGF2BP2	TTL		
IGF2BP2	TTLL12		
IGF2BP2	TTLL3		
IGF2BP2	TTYH3		
IGF2BP2	TUB		
IGF2BP2	TUBA1A		
IGF2BP2	TUBA1B		
IGF2BP2	TUBA1C		
IGF2BP2	TUBB6		
IGF2BP2	TUBE1		
IGF2BP2	TUBGCP3		
IGF2BP2	TUBGCP6		
IGF2BP2	TUFM		
IGF2BP2	TUG1		
IGF2BP2	TULP3		
IGF2BP2	TUSC2		
IGF2BP2	TXLNA		
IGF2BP2	TXLNG		
IGF2BP2	TXN2		
IGF2BP2	TXNDC12		
IGF2BP2	TXNDC5		
IGF2BP2	TXNL4A		
IGF2BP2	TXNRD1		
IGF2BP2	TYMS		
IGF2BP2	TYW1		
IGF2BP2	U2AF1		
IGF2BP2	U2AF2		
IGF2BP2	U2SURP		
IGF2BP2	UAP1		
IGF2BP2	UBA1		
IGF2BP2	UBA2		
IGF2BP2	UBA52		
IGF2BP2	UBALD1		
IGF2BP2	UBAP1		
IGF2BP2	UBAP2		
IGF2BP2	UBAP2L		
IGF2BP2	UBB		
IGF2BP2	UBC		
IGF2BP2	UBE2A		
IGF2BP2	UBE2D2		
IGF2BP2	UBE2D3		
IGF2BP2	UBE2E1		
IGF2BP2	UBE2E2		
IGF2BP2	UBE2E3		
IGF2BP2	UBE2G2		
IGF2BP2	UBE2H		
IGF2BP2	UBE2I		
IGF2BP2	UBE2K		
IGF2BP2	UBE2M		
IGF2BP2	UBE2N		
IGF2BP2	UBE2Q1		
IGF2BP2	UBE2Z		
IGF2BP2	UBE3A		
IGF2BP2	UBE3C		
IGF2BP2	UBFD1		
IGF2BP2	UBL4A		
IGF2BP2	UBL5		
IGF2BP2	UBN1		
IGF2BP2	UBP1		
IGF2BP2	UBQLN1		
IGF2BP2	UBQLN2		
IGF2BP2	UBQLN4		
IGF2BP2	UBR4		
IGF2BP2	UBR7		
IGF2BP2	UBTF		
IGF2BP2	UBXN4		
IGF2BP2	UBXN7		
IGF2BP2	UCHL1		
IGF2BP2	UCHL3		
IGF2BP2	UCHL5		
IGF2BP2	UCK1		
IGF2BP2	UCK2		
IGF2BP2	UCP2		
IGF2BP2	UFD1L		
IGF2BP2	UHRF1		
IGF2BP2	UHRF1BP1L		
IGF2BP2	UHRF2		
IGF2BP2	ULK1		
IGF2BP2	ULK3		
IGF2BP2	UMPS		
IGF2BP2	UNC119B		
IGF2BP2	UNC50		
IGF2BP2	UQCC2		
IGF2BP2	UQCR11		
IGF2BP2	UQCRC2		
IGF2BP2	UQCRQ		
IGF2BP2	URB2		
IGF2BP2	USB1		
IGF2BP2	USF1		
IGF2BP2	USF2		
IGF2BP2	USO1		
IGF2BP2	USP1		
IGF2BP2	USP10		
IGF2BP2	USP11		
IGF2BP2	USP14		
IGF2BP2	USP21		
IGF2BP2	USP22		
IGF2BP2	USP24		
IGF2BP2	USP3		
IGF2BP2	USP30		
IGF2BP2	USP34		
IGF2BP2	USP37		
IGF2BP2	USP39		
IGF2BP2	USP45		
IGF2BP2	USP48		
IGF2BP2	USP54		
IGF2BP2	USP9X		
IGF2BP2	UTP14A		
IGF2BP2	UTP18		
IGF2BP2	UTRN		
IGF2BP2	VAC14		
IGF2BP2	VANGL2		
IGF2BP2	VAPA		
IGF2BP2	VAPB		
IGF2BP2	VAT1		
IGF2BP2	VCAN		
IGF2BP2	VCL		
IGF2BP2	VCP		
IGF2BP2	VDAC2		
IGF2BP2	VDAC3		
IGF2BP2	VEGFA		
IGF2BP2	VEZF1		
IGF2BP2	VIM		
IGF2BP2	VKORC1		
IGF2BP2	VPRBP		
IGF2BP2	VPS13A		
IGF2BP2	VPS13D		
IGF2BP2	VPS25		
IGF2BP2	VPS26A		
IGF2BP2	VPS26B		
IGF2BP2	VPS36		
IGF2BP2	VPS37A		
IGF2BP2	VPS39		
IGF2BP2	VPS4A		
IGF2BP2	VPS53		
IGF2BP2	VPS72		
IGF2BP2	VTA1		
IGF2BP2	VTI1B		
IGF2BP2	VWA9		
IGF2BP2	WAC		
IGF2BP2	WARS		
IGF2BP2	WARS2		
IGF2BP2	WASF1		
IGF2BP2	WASF2		
IGF2BP2	WBP1		
IGF2BP2	WBP11		
IGF2BP2	WBP2		
IGF2BP2	WDFY1		
IGF2BP2	WDFY3		
IGF2BP2	WDR1		
IGF2BP2	WDR11		
IGF2BP2	WDR12		
IGF2BP2	WDR18		
IGF2BP2	WDR33		
IGF2BP2	WDR41		
IGF2BP2	WDR43		
IGF2BP2	WDR45		
IGF2BP2	WDR45B		
IGF2BP2	WDR48		
IGF2BP2	WDR6		
IGF2BP2	WDR74		
IGF2BP2	WDR77		
IGF2BP2	WHSC1		
IGF2BP2	WHSC1L1		
IGF2BP2	WIPF1		
IGF2BP2	WIPF2		
IGF2BP2	WIPI2		
IGF2BP2	WIZ		
IGF2BP2	WLS		
IGF2BP2	WNK1		
IGF2BP2	WSCD1		
IGF2BP2	WWC2		
IGF2BP2	WWOX		
IGF2BP2	WWP1		
IGF2BP2	WWP2		
IGF2BP2	XBP1		
IGF2BP2	XIAP		
IGF2BP2	XIST		
IGF2BP2	XPO5		
IGF2BP2	XPO6		
IGF2BP2	XPO7		
IGF2BP2	XPOT		
IGF2BP2	XRCC3		
IGF2BP2	XRCC5		
IGF2BP2	XRCC6		
IGF2BP2	XRN2		
IGF2BP2	XXYLT1		
IGF2BP2	YAP1		
IGF2BP2	YARS		
IGF2BP2	YBX1		
IGF2BP2	YBX3		
IGF2BP2	YIF1A		
IGF2BP2	YIPF6		
IGF2BP2	YKT6		
IGF2BP2	YME1L1		
IGF2BP2	YPEL5		
IGF2BP2	YTHDC1		
IGF2BP2	YTHDF2		
IGF2BP2	YWHAB		
IGF2BP2	YWHAE		
IGF2BP2	YWHAG		
IGF2BP2	YWHAH		
IGF2BP2	YWHAQ		
IGF2BP2	YY1		
IGF2BP2	YY1AP1		
IGF2BP2	ZBED3-AS1		
IGF2BP2	ZBED4		
IGF2BP2	ZBTB18		
IGF2BP2	ZBTB2		
IGF2BP2	ZBTB40		
IGF2BP2	ZC3H11A		
IGF2BP2	ZC3H13		
IGF2BP2	ZC3H14		
IGF2BP2	ZC3H15		
IGF2BP2	ZC3H18		
IGF2BP2	ZC3H4		
IGF2BP2	ZC3H7B		
IGF2BP2	ZC4H2		
IGF2BP2	ZCCHC12		
IGF2BP2	ZCCHC14		
IGF2BP2	ZCCHC2		
IGF2BP2	ZCCHC6		
IGF2BP2	ZCCHC7		
IGF2BP2	ZDHHC12		
IGF2BP2	ZDHHC16		
IGF2BP2	ZDHHC18		
IGF2BP2	ZDHHC20		
IGF2BP2	ZDHHC3		
IGF2BP2	ZDHHC6		
IGF2BP2	ZDHHC9		
IGF2BP2	ZEB1		
IGF2BP2	ZEB2		
IGF2BP2	ZER1		
IGF2BP2	ZFAND1		
IGF2BP2	ZFAND5		
IGF2BP2	ZFAND6		
IGF2BP2	ZFAS1		
IGF2BP2	ZFHX3		
IGF2BP2	ZFHX4		
IGF2BP2	ZFP36L1		
IGF2BP2	ZFP62		
IGF2BP2	ZFP64		
IGF2BP2	ZFP69B		
IGF2BP2	ZFP90		
IGF2BP2	ZFR		
IGF2BP2	ZFX		
IGF2BP2	ZFYVE9		
IGF2BP2	ZHX3		
IGF2BP2	ZIC2		
IGF2BP2	ZKSCAN8		
IGF2BP2	ZMIZ1		
IGF2BP2	ZMIZ2		
IGF2BP2	ZMYM2		
IGF2BP2	ZMYM4		
IGF2BP2	ZMYND11		
IGF2BP2	ZMYND19		
IGF2BP2	ZNF121		
IGF2BP2	ZNF142		
IGF2BP2	ZNF143		
IGF2BP2	ZNF146		
IGF2BP2	ZNF148		
IGF2BP2	ZNF155		
IGF2BP2	ZNF202		
IGF2BP2	ZNF207		
IGF2BP2	ZNF213		
IGF2BP2	ZNF23		
IGF2BP2	ZNF232		
IGF2BP2	ZNF236		
IGF2BP2	ZNF24		
IGF2BP2	ZNF256		
IGF2BP2	ZNF263		
IGF2BP2	ZNF268		
IGF2BP2	ZNF282		
IGF2BP2	ZNF286A		
IGF2BP2	ZNF316		
IGF2BP2	ZNF317		
IGF2BP2	ZNF335		
IGF2BP2	ZNF35		
IGF2BP2	ZNF362		
IGF2BP2	ZNF384		
IGF2BP2	ZNF395		
IGF2BP2	ZNF398		
IGF2BP2	ZNF407		
IGF2BP2	ZNF41		
IGF2BP2	ZNF410		
IGF2BP2	ZNF446		
IGF2BP2	ZNF460		
IGF2BP2	ZNF462		
IGF2BP2	ZNF496		
IGF2BP2	ZNF503		
IGF2BP2	ZNF512B		
IGF2BP2	ZNF580		
IGF2BP2	ZNF581		
IGF2BP2	ZNF589		
IGF2BP2	ZNF592		
IGF2BP2	ZNF598		
IGF2BP2	ZNF618		
IGF2BP2	ZNF629		
IGF2BP2	ZNF638		
IGF2BP2	ZNF644		
IGF2BP2	ZNF655		
IGF2BP2	ZNF664		
IGF2BP2	ZNF687		
IGF2BP2	ZNF689		
IGF2BP2	ZNF703		
IGF2BP2	ZNF704		
IGF2BP2	ZNF711		
IGF2BP2	ZNF721		
IGF2BP2	ZNF74		
IGF2BP2	ZNF740		
IGF2BP2	ZNF749		
IGF2BP2	ZNF768		
IGF2BP2	ZNF775		
IGF2BP2	ZNF800		
IGF2BP2	ZRANB2		
IGF2BP2	ZSCAN25		
IGF2BP2	ZSCAN30		
IGF2BP2	ZSWIM3		
IGF2BP2	ZWINT		
IGF2BP2	ZXDC		
IGF2BP3	5S_rRNA		
IGF2BP3	AAAS		
IGF2BP3	AADAT		
IGF2BP3	AAGAB		
IGF2BP3	AARS		
IGF2BP3	AARS2		
IGF2BP3	ABCA3		
IGF2BP3	ABCB10		
IGF2BP3	ABCB7		
IGF2BP3	ABCC1		
IGF2BP3	ABCC5		
IGF2BP3	ABCC8		
IGF2BP3	ABCE1		
IGF2BP3	ABCF2		
IGF2BP3	ABHD10		
IGF2BP3	ABHD12		
IGF2BP3	ABHD14B		
IGF2BP3	ABHD2		
IGF2BP3	ABHD5		
IGF2BP3	ABI1		
IGF2BP3	ABI2		
IGF2BP3	ABL1		
IGF2BP3	ABR		
IGF2BP3	AC079949.1		
IGF2BP3	AC093323.3		
IGF2BP3	ACACA		
IGF2BP3	ACAD11		
IGF2BP3	ACAD8		
IGF2BP3	ACADM		
IGF2BP3	ACAT2		
IGF2BP3	ACBD3		
IGF2BP3	ACBD6		
IGF2BP3	ACD		
IGF2BP3	ACIN1		
IGF2BP3	ACLY		
IGF2BP3	ACO2		
IGF2BP3	ACOT7		
IGF2BP3	ACOX1		
IGF2BP3	ACP1		
IGF2BP3	ACSL3		
IGF2BP3	ACSL4		
IGF2BP3	ACTB		
IGF2BP3	ACTG1		
IGF2BP3	ACTL6A		
IGF2BP3	ACTN1		
IGF2BP3	ACTN4		
IGF2BP3	ACTR1A		
IGF2BP3	ACTR8		
IGF2BP3	ACVR1B		
IGF2BP3	ADA		
IGF2BP3	ADAM9		
IGF2BP3	ADAR		
IGF2BP3	ADARB1		
IGF2BP3	ADAT2		
IGF2BP3	ADCY1		
IGF2BP3	ADCY3		
IGF2BP3	ADCY7		
IGF2BP3	ADD1		
IGF2BP3	ADD2		
IGF2BP3	ADGRA3		
IGF2BP3	ADGRB2		
IGF2BP3	ADGRL1		
IGF2BP3	ADGRL3		
IGF2BP3	ADH5		
IGF2BP3	ADIPOR1		
IGF2BP3	ADIPOR2		
IGF2BP3	ADK		
IGF2BP3	ADNP		
IGF2BP3	ADNP2		
IGF2BP3	ADO		
IGF2BP3	ADPGK		
IGF2BP3	ADPRHL1		
IGF2BP3	ADRBK1		
IGF2BP3	ADRBK2		
IGF2BP3	ADRM1		
IGF2BP3	ADSS		
IGF2BP3	AEN		
IGF2BP3	AES		
IGF2BP3	AFF1		
IGF2BP3	AFF4		
IGF2BP3	AFTPH		
IGF2BP3	AGAP1		
IGF2BP3	AGAP3		
IGF2BP3	AGBL5		
IGF2BP3	AGFG1		
IGF2BP3	AGK		
IGF2BP3	AGL		
IGF2BP3	AGO1		
IGF2BP3	AGPAT1		
IGF2BP3	AGPAT3		
IGF2BP3	AHCY		
IGF2BP3	AHCYL1		
IGF2BP3	AHCYL2		
IGF2BP3	AHI1		
IGF2BP3	AHRR		
IGF2BP3	AHSA1		
IGF2BP3	AIDA		
IGF2BP3	AIF1L		
IGF2BP3	AIMP1		
IGF2BP3	AK2		
IGF2BP3	AK4		
IGF2BP3	AKAP1		
IGF2BP3	AKAP11		
IGF2BP3	AKAP2		
IGF2BP3	AKIRIN1		
IGF2BP3	AKIRIN2		
IGF2BP3	AKT1		
IGF2BP3	AKT1S1		
IGF2BP3	AKT2		
IGF2BP3	AL161626.1		
IGF2BP3	ALCAM		
IGF2BP3	ALDH18A1		
IGF2BP3	ALDH1L2		
IGF2BP3	ALDH3A2		
IGF2BP3	ALDH9A1		
IGF2BP3	ALDOA		
IGF2BP3	ALG13		
IGF2BP3	ALG3		
IGF2BP3	ALG6		
IGF2BP3	ALG8		
IGF2BP3	ALKBH5		
IGF2BP3	ALMS1		
IGF2BP3	ALS2		
IGF2BP3	ALYREF		
IGF2BP3	AMACR		
IGF2BP3	AMFR		
IGF2BP3	AMOT		
IGF2BP3	AMOTL1		
IGF2BP3	AMPD2		
IGF2BP3	AMZ2		
IGF2BP3	ANAPC1		
IGF2BP3	ANAPC11		
IGF2BP3	ANAPC13		
IGF2BP3	ANAPC2		
IGF2BP3	ANAPC5		
IGF2BP3	ANAPC7		
IGF2BP3	ANGEL1		
IGF2BP3	ANK2		
IGF2BP3	ANKFY1		
IGF2BP3	ANKHD1		
IGF2BP3	ANKIB1		
IGF2BP3	ANKLE2		
IGF2BP3	ANKRD10		
IGF2BP3	ANKRD11		
IGF2BP3	ANKRD13B		
IGF2BP3	ANKRD13C		
IGF2BP3	ANKRD17		
IGF2BP3	ANKRD27		
IGF2BP3	ANKRD28		
IGF2BP3	ANKRD30BL		
IGF2BP3	ANKRD49		
IGF2BP3	ANKRD52		
IGF2BP3	ANKRD54		
IGF2BP3	ANKRD6		
IGF2BP3	ANKS1A		
IGF2BP3	ANLN		
IGF2BP3	ANP32A		
IGF2BP3	ANP32B		
IGF2BP3	ANP32E		
IGF2BP3	ANXA11		
IGF2BP3	ANXA4		
IGF2BP3	ANXA5		
IGF2BP3	ANXA6		
IGF2BP3	ANXA7		
IGF2BP3	AP000525.9		
IGF2BP3	AP1AR		
IGF2BP3	AP1B1		
IGF2BP3	AP1G1		
IGF2BP3	AP2A1		
IGF2BP3	AP2A2		
IGF2BP3	AP2B1		
IGF2BP3	AP2M1		
IGF2BP3	AP3B1		
IGF2BP3	AP3D1		
IGF2BP3	AP3M2		
IGF2BP3	AP3S1		
IGF2BP3	AP3S2		
IGF2BP3	APBB1		
IGF2BP3	APBB2		
IGF2BP3	APC		
IGF2BP3	APEX1		
IGF2BP3	API5		
IGF2BP3	APLP2		
IGF2BP3	APOO		
IGF2BP3	APP		
IGF2BP3	APTX		
IGF2BP3	AQR		
IGF2BP3	ARAF		
IGF2BP3	AREL1		
IGF2BP3	ARF1		
IGF2BP3	ARF3		
IGF2BP3	ARF4		
IGF2BP3	ARF5		
IGF2BP3	ARF6		
IGF2BP3	ARFGAP2		
IGF2BP3	ARFGAP3		
IGF2BP3	ARFIP2		
IGF2BP3	ARG2		
IGF2BP3	ARGLU1		
IGF2BP3	ARHGAP11A		
IGF2BP3	ARHGAP17		
IGF2BP3	ARHGAP18		
IGF2BP3	ARHGAP21		
IGF2BP3	ARHGAP32		
IGF2BP3	ARHGAP35		
IGF2BP3	ARHGAP42		
IGF2BP3	ARHGAP5		
IGF2BP3	ARHGDIA		
IGF2BP3	ARHGEF11		
IGF2BP3	ARHGEF18		
IGF2BP3	ARHGEF7		
IGF2BP3	ARID1A		
IGF2BP3	ARID3A		
IGF2BP3	ARID4B		
IGF2BP3	ARIH1		
IGF2BP3	ARIH2		
IGF2BP3	ARL5A		
IGF2BP3	ARL5B		
IGF2BP3	ARL8A		
IGF2BP3	ARMC1		
IGF2BP3	ARPC1A		
IGF2BP3	ARPC2		
IGF2BP3	ARPC3		
IGF2BP3	ARPC4-TTLL3		
IGF2BP3	ARPP19		
IGF2BP3	ARV1		
IGF2BP3	ASAH1		
IGF2BP3	ASAP1		
IGF2BP3	ASB1		
IGF2BP3	ASB13		
IGF2BP3	ASCC2		
IGF2BP3	ASCC3		
IGF2BP3	ASF1B		
IGF2BP3	ASNS		
IGF2BP3	ASNSD1		
IGF2BP3	ASPH		
IGF2BP3	ASPM		
IGF2BP3	ASTE1		
IGF2BP3	ASUN		
IGF2BP3	ASXL1		
IGF2BP3	ASXL2		
IGF2BP3	ASXL3		
IGF2BP3	ATAD5		
IGF2BP3	ATE1		
IGF2BP3	ATF2		
IGF2BP3	ATF3		
IGF2BP3	ATF4		
IGF2BP3	ATF6		
IGF2BP3	ATG16L1		
IGF2BP3	ATG2B		
IGF2BP3	ATG3		
IGF2BP3	ATG4B		
IGF2BP3	ATG7		
IGF2BP3	ATG9A		
IGF2BP3	ATIC		
IGF2BP3	ATN1		
IGF2BP3	ATOX1		
IGF2BP3	ATP11A		
IGF2BP3	ATP11B		
IGF2BP3	ATP11C		
IGF2BP3	ATP13A1		
IGF2BP3	ATP13A2		
IGF2BP3	ATP13A3		
IGF2BP3	ATP1A1		
IGF2BP3	ATP1B3		
IGF2BP3	ATP2A2		
IGF2BP3	ATP2B1		
IGF2BP3	ATP2B4		
IGF2BP3	ATP2C1		
IGF2BP3	ATP5A1		
IGF2BP3	ATP5B		
IGF2BP3	ATP5C1		
IGF2BP3	ATP5F1		
IGF2BP3	ATP5G1		
IGF2BP3	ATP5G2		
IGF2BP3	ATP5G3		
IGF2BP3	ATP5J		
IGF2BP3	ATP5J2		
IGF2BP3	ATP5L		
IGF2BP3	ATP5O		
IGF2BP3	ATP5SL		
IGF2BP3	ATP6AP1		
IGF2BP3	ATP6V0C		
IGF2BP3	ATP6V0E1		
IGF2BP3	ATP6V0E2		
IGF2BP3	ATP6V1A		
IGF2BP3	ATP6V1D		
IGF2BP3	ATP6V1G1		
IGF2BP3	ATP7B		
IGF2BP3	ATP8A1		
IGF2BP3	ATP8B2		
IGF2BP3	ATPAF1		
IGF2BP3	ATPIF1		
IGF2BP3	ATR		
IGF2BP3	ATRN		
IGF2BP3	ATRX		
IGF2BP3	ATXN1		
IGF2BP3	ATXN10		
IGF2BP3	ATXN2		
IGF2BP3	ATXN2L		
IGF2BP3	ATXN7		
IGF2BP3	ATXN7L3		
IGF2BP3	ATXN7L3B		
IGF2BP3	AUP1		
IGF2BP3	AURKB		
IGF2BP3	AUTS2		
IGF2BP3	AZI2		
IGF2BP3	AZIN1		
IGF2BP3	B2M		
IGF2BP3	B3GNT5		
IGF2BP3	B4GALT1		
IGF2BP3	B4GALT2		
IGF2BP3	B4GALT3		
IGF2BP3	BACH2		
IGF2BP3	BAG3		
IGF2BP3	BAG4		
IGF2BP3	BAHCC1		
IGF2BP3	BAHD1		
IGF2BP3	BAIAP2L1		
IGF2BP3	BANF1		
IGF2BP3	BAP1		
IGF2BP3	BARD1		
IGF2BP3	BAX		
IGF2BP3	BAZ1B		
IGF2BP3	BAZ2A		
IGF2BP3	BBS1		
IGF2BP3	BBX		
IGF2BP3	BCAP31		
IGF2BP3	BCAS2		
IGF2BP3	BCAS3		
IGF2BP3	BCAT2		
IGF2BP3	BCCIP		
IGF2BP3	BCKDHA		
IGF2BP3	BCKDK		
IGF2BP3	BCL11A		
IGF2BP3	BCL2L12		
IGF2BP3	BCL2L13		
IGF2BP3	BCLAF1		
IGF2BP3	BCOR		
IGF2BP3	BCS1L		
IGF2BP3	BDP1		
IGF2BP3	BECN1		
IGF2BP3	BET1L		
IGF2BP3	BEX4		
IGF2BP3	BFAR		
IGF2BP3	BICD2		
IGF2BP3	BID		
IGF2BP3	BIRC2		
IGF2BP3	BIRC6		
IGF2BP3	BIVM		
IGF2BP3	BLM		
IGF2BP3	BLOC1S2		
IGF2BP3	BMI1		
